flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
7372.8867,5.649325,-0.003978976,218384,890.8988662603094,138.0242177523353,6789.9727,4.7637277,1793.3955,1.6346148,7372.8867,5.649325,0,,,,,890.8988662603094,0.0004786966,138.0242177523353,0.00059943256,-0.014306809,-0.020606754
7382.5195,5.6504474,-0.003979016,218385,890.8982640159675,138.02565663677095,6797.624,4.764674,1790.9305,1.6346426,7382.5195,5.6504474,0,,,,,890.8982640159675,0.00047821805,138.02565663677095,0.0005989831,-0.013666978,-0.020527015
7373.705,5.649263,-0.003979056,218386,890.8988280102847,138.0250800935938,6795.1455,4.7636757,1790.1581,1.6327115,7373.705,5.649263,0,,,,,890.8988280102847,0.00047823222,138.0250800935938,0.00059873535,-0.013488372,-0.019543525
7380.659,5.653437,-0.0039790953,218387,890.8990344279576,138.02567780435442,6796.2,4.7671957,1795.4572,1.6360055,7380.659,5.653437,0,,,,,890.8990344279576,0.00047869497,138.02567780435442,0.00059947575,-0.0127874715,-0.018647483
7376.5703,5.6500216,-0.0039791344,218388,890.8976865976298,138.02483382509473,6796.1035,4.764315,1790.2925,1.6339697,7376.5703,5.6500216,0,,,,,890.8976865976298,0.000478222,138.02483382509473,0.0005988374,-0.014060275,-0.020813223
7379.0024,5.6502795,-0.003979173,218389,890.8981459270427,138.02515542040186,6798.352,4.7645326,1789.5665,1.6340812,7379.0024,5.6502795,0,,,,,890.8981459270427,0.00047811,138.02515542040186,0.0005985369,-0.015434507,-0.019783378
7383.0347,5.65198,-0.003979211,218390,890.8980935031743,138.02640574390594,6803.3926,4.7659664,1789.1311,1.6335948,7383.0347,5.65198,0,,,,,890.8980935031743,0.00047784974,138.02640574390594,0.0005983484,-0.01329703,-0.019531293
7386.4854,5.6509175,-0.0039792494,218391,890.89814803998,138.02543114164538,6805.31,4.7650704,1788.5005,1.6324799,7386.4854,5.6509175,0,,,,,890.89814803998,0.00047762383,138.02543114164538,0.00059829577,-0.01336927,-0.019693412
7379.849,5.6512704,-0.0039792866,218392,890.898523109611,138.02502418546206,6800.034,4.765368,1791.3551,1.6333454,7379.849,5.6512704,0,,,,,890.898523109611,0.00047796665,138.02502418546206,0.00059833075,-0.012660816,-0.01854936
7386.5645,5.6530347,-0.003979324,218393,890.897543980469,138.02606354557287,6805.959,4.766856,1788.7227,1.6333833,7386.5645,5.6530347,0,,,,,890.897543980469,0.00047755247,138.02606354557287,0.00059815665,-0.013463308,-0.019950159
7381.6562,5.6497173,-0.0039793607,218394,890.8985704695747,138.02579000695573,6800.4224,4.7640586,1789.0405,1.6323872,7381.6562,5.6497173,0,,,,,890.8985704695747,0.000477783,138.02579000695573,0.0005985178,-0.011522761,-0.01780644
7386.252,5.651585,-0.0039793975,218395,890.8993872349655,138.02551476174173,6801.6084,4.7656336,1791.2449,1.6334302,7386.252,5.651585,0,,,,,890.8993872349655,0.00047789133,138.02551476174173,0.00059848645,-0.011936977,-0.01905196
7384.1895,5.651324,-0.0039794333,218396,890.8984937034663,138.02658548657848,6800.286,4.7654133,1790.4545,1.6332829,7384.1895,5.651324,0,,,,,890.8984937034663,0.00047795003,138.02658548657848,0.0005984961,-0.013180269,-0.01804974
7375.559,5.6511297,-0.003979469,218397,890.8996516910004,138.02632687905103,6793.13,4.7652493,1792.0015,1.6333853,7375.559,5.6511297,0,,,,,890.8996516910004,0.00047839014,138.02632687905103,0.000599273,-0.010970939,-0.01823342
