flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
7240.841,3.8609412,-0.003941861,37576,1334.1457863633602,91.83083587304077,6217.1646,3.064218,2375.9004,1.2347479,7240.841,3.8609412,0,,,,,1334.1457863633602,0.00034895478,91.83083587304077,0.0003443628,-0.00764124,-0.015464804
7246.1426,3.8643515,-0.003941939,37577,1334.1467868276447,91.83085745829494,6221.318,3.0669246,2381.7139,1.2346278,7246.1426,3.8643515,0,,,,,1334.1467868276447,0.00034909506,91.83085745829494,0.00034454936,-0.0070616123,-0.014813173
7245.586,3.8670683,-0.003942096,37579,1334.1467755105027,91.83167463724756,6219.006,3.0690806,2405.2002,1.2379186,7245.586,3.8670683,0,,,,,1334.1467755105027,0.00034946244,91.83167463724756,0.00034495856,-0.00706435,-0.013191197
7246.917,3.872666,-0.003942175,37580,1334.1468726642026,91.83247073407541,6220.611,3.0735233,2431.9812,1.2398342,7246.917,3.872666,0,,,,,1334.1468726642026,0.0003499629,91.83247073407541,0.0003453066,-0.006391692,-0.011910896
7240.3516,3.8809001,-0.003942253,37581,1334.1464743670795,91.83223573936922,6208.5283,3.0800583,2472.16,1.2470152,7240.3516,3.8809001,0,,,,,1334.1464743670795,0.0003514208,91.83223573936922,0.00034694912,-0.0064467285,-0.012757728
7239.7803,3.8914745,-0.0039423318,37582,1334.1466029657206,91.83285586248682,6209.4473,3.0884504,2519.292,1.2537891,7239.7803,3.8914745,0,,,,,1334.1466029657206,0.00035224424,91.83285586248682,0.0003478177,-0.0063696327,-0.011254948
7250.7007,3.9094532,-0.003942411,37583,1334.1471356315064,91.8324117994074,6221.6807,3.102719,2577.2495,1.2616017,7250.7007,3.9094532,0,,,,,1334.1471356315064,0.00035336684,91.8324117994074,0.00034877192,-0.006983739,-0.012718433
7247.995,3.9242113,-0.0039424896,37584,1334.146977063671,91.83300226709663,6223.384,3.1144319,2643.0527,1.2709059,7247.995,3.9242113,0,,,,,1334.146977063671,0.00035439504,91.83300226709663,0.0003498158,-0.006563893,-0.011057701
7241.33,3.938937,-0.0039425683,37585,1334.1468090999738,91.83288602118755,6216.0186,3.126119,2715.0432,1.2798535,7241.33,3.938937,0,,,,,1334.1468090999738,0.00035619497,91.83288602118755,0.0003517387,-0.00634439,-0.011730411
7242.3184,3.9543798,-0.0039426475,37586,1334.1466797636238,91.83290759685441,6218.7334,3.138375,2786.6023,1.2898253,7242.3184,3.9543798,0,,,,,1334.1466797636238,0.00035740758,91.83290759685441,0.00035273304,-0.006432304,-0.011532323
7247.2285,3.9701345,-0.003942726,37587,1334.1471930098355,91.83298506487621,6223.809,3.1508787,2852.047,1.2995178,7247.2285,3.9701345,0,,,,,1334.1471930098355,0.00035840127,91.83298506487621,0.00035384946,-0.005918234,-0.010449139
7241.142,3.9843333,-0.003942805,37588,1334.1474564129162,91.83304173285998,6219.718,3.1621475,2910.2446,1.3067415,7241.142,3.9843333,0,,,,,1334.1474564129162,0.0003599984,91.83304173285998,0.00035547974,-0.005692804,-0.010741762
7253.1104,3.995068,-0.003942884,37589,1334.146762921246,91.83322064322928,6228.9844,3.1706672,2959.2021,1.3122264,7253.1104,3.995068,0,,,,,1334.146762921246,0.0003601979,91.83322064322928,0.00035595198,-0.006855675,-0.011370414
7240.4565,4.0015783,-0.0039429627,37590,1334.1472460767743,91.83280011735182,6218.905,3.1758342,2999.9207,1.319367,7240.4565,4.0015783,0,,,,,1334.1472460767743,0.00036146035,91.83280011735182,0.00035701075,-0.005860376,-0.011257965
7246.814,4.007592,-0.003943042,37591,1334.1474577868062,91.83345308698338,6224.526,3.1806068,3030.7825,1.3206921,7246.814,4.007592,0,,,,,1334.1474577868062,0.00036195526,91.83345308698338,0.0003572425,-0.0060259732,-0.011080713
7248.933,4.0111337,-0.0039431206,37592,1334.1471113618065,91.83265807179433,6223.827,3.1834178,3047.6897,1.3240896,7248.933,4.0111337,0,,,,,1334.1471113618065,0.00036211443,91.83265807179433,0.00035769382,-0.0063847173,-0.010933585
7250.4966,4.0154524,-0.0039431993,37593,1334.1473712636985,91.83390265874837,6225.095,3.1868448,3053.856,1.3267883,7250.4966,4.0154524,0,,,,,1334.1473712636985,0.00036245483,91.83390265874837,0.00035795997,-0.0053724325,-0.010317107
7251.936,4.012898,-0.0039432785,37594,1334.1467203109216,91.83264350064434,6225.8,3.1848178,3048.517,1.3246969,7251.936,4.012898,0,,,,,1334.1467203109216,0.00036221233,91.83264350064434,0.00035774795,-0.006885879,-0.012133612
7251.84,4.012142,-0.003943357,37595,1334.1457935700928,91.8323443356059,6224.488,3.1842177,3047.4268,1.3235527,7251.84,4.012142,0,,,,,1334.1457935700928,0.0003623064,91.8323443356059,0.0003579064,-0.0068639996,-0.012319111
7248.031,4.0109334,-0.003943436,37596,1334.1469732983146,91.832590514708,6222.826,3.1832585,3045.8677,1.3231791,7248.031,4.0109334,0,,,,,1334.1469732983146,0.00036222316,91.832590514708,0.00035779196,-0.006395777,-0.011861348
7245.6953,4.0142856,-0.0039435145,37597,1334.1462982172095,91.83235271630282,6222.0166,3.185919,3053.1194,1.3253573,7245.6953,4.0142856,0,,,,,1334.1462982172095,0.000362687,91.83235271630282,0.00035806652,-0.00637428,-0.012015054
7249.6914,4.0160317,-0.0039435932,37598,1334.1466973530585,91.83224502531301,6225.2153,3.1873047,3066.324,1.3267225,7249.6914,4.0160317,0,,,,,1334.1466973530585,0.0003624959,91.83224502531301,0.00035803532,-0.006940226,-0.012496432
7240.8784,4.0218625,-0.0039436715,37599,1334.1467836455872,91.8320586866322,6219.3013,3.1919322,3085.8772,1.3290987,7240.8784,4.0218625,0,,,,,1334.1467836455872,0.00036362646,91.8320586866322,0.00035905887,-0.006397826,-0.012373725
7247.0273,4.025348,-0.00394375,37600,1334.146579022642,91.83222069975066,6224.325,3.1946988,3108.8044,1.3320596,7247.0273,4.025348,0,,,,,1334.146579022642,0.00036342497,91.83222069975066,0.000358957,-0.0070780953,-0.012633267
7248.922,4.031827,-0.0039438284,37601,1334.14687171777,91.83237859929582,6224.34,3.1998408,3132.933,1.3360461,7248.922,4.031827,0,,,,,1334.14687171777,0.0003639315,91.83237859929582,0.00035947686,-0.0059380014,-0.011840247
7254.8276,4.039358,-0.0039439066,37602,1334.146156752906,91.83221815836363,6227.118,3.2058175,3148.9993,1.3372861,7254.8276,4.039358,0,,,,,1334.146156752906,0.00036475065,91.83221815836363,0.0003603014,-0.006555697,-0.012373077
7244.5586,4.0355206,-0.003943985,37603,1334.1457792972842,91.83184414040522,6219.473,3.202772,3155.237,1.3376074,7244.5586,4.0355206,0,,,,,1334.1457792972842,0.0003647146,91.83184414040522,0.00036032757,-0.0078073964,-0.013409437
7242.566,4.0365815,-0.003944063,37604,1334.147009732756,91.83199891317368,6218.5186,3.2036138,3149.3203,1.3370917,7242.566,4.0365815,0,,,,,1334.147009732756,0.0003648903,91.83199891317368,0.0003604683,-0.006595596,-0.0125221955
7247.982,4.030038,-0.003944141,37605,1334.1470000710533,91.83150018200004,6223.5767,3.1984205,3135.3062,1.334414,7247.982,4.030038,0,,,,,1334.1470000710533,0.0003639895,91.83150018200004,0.0003595043,-0.006701835,-0.0130304005
7247.235,4.0259542,-0.003944219,37606,1334.1469780481677,91.83223755957658,6223.8,3.1951797,3114.098,1.3318818,7247.235,4.0259542,0,,,,,1334.1469780481677,0.0003635238,91.83223755957658,0.0003590275,-0.0067176237,-0.01215058
7248.4624,4.0213456,-0.003944297,37607,1334.146501015793,91.83203081307664,6224.9746,3.1915221,3087.3352,1.3296567,7248.4624,4.0213456,0,,,,,1334.146501015793,0.0003629752,91.83203081307664,0.00035856833,-0.0072570723,-0.013400841
7251.076,4.013436,-0.0039443746,37608,1334.14629733172,91.8328026430728,6226.1885,3.1852446,3057.386,1.324846,7251.076,4.013436,0,,,,,1334.14629733172,0.00036226315,91.8328026430728,0.00035773043,-0.0071605938,-0.012331056
7245.9756,4.0097647,-0.003944452,37609,1334.1473449566183,91.83243171784264,6219.6387,3.1823313,3032.0662,1.3234625,7245.9756,4.0097647,0,,,,,1334.1473449566183,0.00036224455,91.83243171784264,0.00035788785,-0.006536287,-0.011649935
7248.4946,4.0044584,-0.003944529,37610,1334.1466414166835,91.83184206367399,6222.092,3.1781197,3012.3616,1.319473,7248.4946,4.0044584,0,,,,,1334.1466414166835,0.00036163916,91.83184206367399,0.0003571816,-0.0070340713,-0.01323673
7236.644,4.000506,-0.0039446065,37611,1334.1475515299687,91.83138387477324,6213.285,3.1749828,2992.2559,1.3171643,7236.644,4.000506,0,,,,,1334.1475515299687,0.00036211812,91.83138387477324,0.00035741818,-0.0065130955,-0.012971994
7248.165,3.9954584,-0.003944684,37612,1334.1463515273836,91.83210634778153,6220.9478,3.1709766,2971.5698,1.3139518,7248.165,3.9954584,0,,,,,1334.1463515273836,0.0003609273,91.83210634778153,0.00035659404,-0.00688848,-0.01359925
7245.3276,3.9958205,-0.0039447607,37613,1334.1470262687408,91.83148817654488,6220.909,3.1712644,2956.6558,1.3128351,7245.3276,3.9958205,0,,,,,1334.1470262687408,0.00036160828,91.83148817654488,0.00035653575,-0.006634317,-0.0125789605
7249.413,3.9890666,-0.0039448375,37614,1334.1468899355898,91.83182338564414,6225.4526,3.1659043,2941.4575,1.3095857,7249.413,3.9890666,0,,,,,1334.1468899355898,0.00036020202,91.83182338564414,0.00035557986,-0.007041401,-0.012342843
7249.5693,3.9871962,-0.0039449143,37615,1334.146438475187,91.83209985014523,6223.2515,3.1644197,2931.846,1.3084972,7249.5693,3.9871962,0,,,,,1334.146438475187,0.0003601256,91.83209985014523,0.00035556708,-0.006441449,-0.012582678
7245.49,3.9863064,-0.003944991,37616,1334.1470017909749,91.83259213951457,6221.715,3.1637135,2924.4617,1.3071741,7245.49,3.9863064,0,,,,,1334.1470017909749,0.00036006927,91.83259213951457,0.0003555333,-0.0062882514,-0.011930617
7249.48,3.9860818,-0.0039450675,37617,1334.1471607854596,91.83199378980026,6219.934,3.163535,2914.652,1.3069477,7249.48,3.9860818,0,,,,,1334.1471607854596,0.00036068572,91.83199378980026,0.00035585448,-0.0061112093,-0.012092347
7249.0664,3.984572,-0.0039451434,37618,1334.1464000966987,91.83200646665122,6220.0605,3.1623368,2906.2502,1.3069545,7249.0664,3.984572,0,,,,,1334.1464000966987,0.00035951618,91.83200646665122,0.0003557685,-0.0067190104,-0.012890541
7250.6367,3.9786208,-0.00394522,37619,1334.146316343024,91.83272516296321,6221.842,3.1576138,2891.1245,1.3030697,7250.6367,3.9786208,0,,,,,1334.146316343024,0.00035920873,91.83272516296321,0.00035499377,-0.0066830833,-0.0115606105
7254.213,3.9763243,-0.0039452957,37620,1334.146532361661,91.83201634586177,6226.2056,3.1557913,2879.257,1.3014903,7254.213,3.9763243,0,,,,,1334.146532361661,0.0003586958,91.83201634586177,0.0003545097,-0.007247453,-0.0130046625
7253.3066,3.97291,-0.003945371,37621,1334.1463094828898,91.83212483361916,6227.138,3.1530814,2856.9631,1.3013374,7253.3066,3.97291,0,,,,,1334.1463094828898,0.00035861318,91.83212483361916,0.00035400657,-0.0066040764,-0.012383241
7252.004,3.964903,-0.003945447,37622,1334.1467344418074,91.83278869441584,6226.428,3.1467268,2829.1648,1.2965657,7252.004,3.964903,0,,,,,1334.1467344418074,0.0003577564,91.83278869441584,0.000353289,-0.006454149,-0.012267337
7252.958,3.9573824,-0.003945522,37623,1334.1469862849247,91.83247994701051,6225.4897,3.1407583,2802.5464,1.2907572,7252.958,3.9573824,0,,,,,1334.1469862849247,0.0003573531,91.83247994701051,0.00035272946,-0.006552306,-0.012674234
7254.258,3.9513955,-0.0039455974,37624,1334.1470530934312,91.83257427368069,6226.2065,3.1360066,2772.9087,1.2875172,7254.258,3.9513955,0,,,,,1334.1470530934312,0.00035660827,91.83257427368069,0.00035210946,-0.0060120774,-0.011591751
7255.4263,3.9440281,-0.0039456724,37625,1334.1464560021607,91.83304277219472,6226.43,3.1301596,2738.6494,1.2823238,7255.4263,3.9440281,0,,,,,1334.1464560021607,0.00035598196,91.83304277219472,0.00035146135,-0.0064306646,-0.011689956
7253.2344,3.9372406,-0.003945747,37626,1334.1475079313827,91.83222212044191,6222.992,3.1247725,2712.5918,1.2797613,7253.2344,3.9372406,0,,,,,1334.1475079313827,0.00035563397,91.83222212044191,0.00035101044,-0.006745116,-0.012525939
7251.8794,3.9352207,-0.003945822,37627,1334.146709347385,91.83229732041673,6226.1895,3.1231697,2689.5276,1.2761307,7251.8794,3.9352207,0,,,,,1334.146709347385,0.00035532124,91.83229732041673,0.00035058885,-0.0074085477,-0.012498985
7249.7095,3.9301832,-0.003945896,37628,1334.147191684723,91.8330794528406,6223.086,3.1191716,2676.612,1.2746668,7249.7095,3.9301832,0,,,,,1334.147191684723,0.0003549183,91.8330794528406,0.00035025668,-0.0060114735,-0.011124834
7249.5537,3.9279318,-0.0039459704,37629,1334.1470195871946,91.83245883246111,6222.865,3.1173847,2673.8718,1.2736353,7249.5537,3.9279318,0,,,,,1334.1470195871946,0.00035474324,91.83245883246111,0.00035013945,-0.00642609,-0.012627782
7254.353,3.938651,-0.0039460445,37630,1334.1467022322256,91.83285798358705,6226.1685,3.125892,2679.4907,1.2762957,7254.353,3.938651,0,,,,,1334.1467022322256,0.0003557883,91.83285798358705,0.0003511116,-0.0063141068,-0.010838312
7253.5938,3.9343228,-0.003946118,37631,1334.1465661820064,91.83298442475704,6224.2705,3.1224568,2691.5295,1.2766018,7253.5938,3.9343228,0,,,,,1334.1465661820064,0.00035530646,91.83298442475704,0.00035070823,-0.0065342314,-0.011757217
7247.8706,3.936621,-0.0039461916,37632,1334.147551284404,91.83291008896013,6220.681,3.1242807,2712.546,1.2795608,7247.8706,3.936621,0,,,,,1334.147551284404,0.0003556611,91.83291008896013,0.00035102692,-0.0057877684,-0.011247298
7250.4434,3.9447517,-0.0039462647,37633,1334.1477064510586,91.83305429097415,6221.706,3.130734,2741.7734,1.2842239,7250.4434,3.9447517,0,,,,,1334.1477064510586,0.0003564314,91.83305429097415,0.00035176304,-0.006087922,-0.0109479455
7250.13,3.9522116,-0.003946338,37634,1334.1465634208544,91.83210286094832,6220.324,3.1366541,2777.556,1.2892637,7250.13,3.9522116,0,,,,,1334.1465634208544,0.0003570745,91.83210286094832,0.00035258473,-0.007557726,-0.012720875
7249.128,3.9626093,-0.003946411,37635,1334.1472761883208,91.83315135254392,6220.657,3.1449063,2814.5881,1.2972225,7249.128,3.9626093,0,,,,,1334.1472761883208,0.000357875,91.83315135254392,0.00035331622,-0.007153065,-0.011869597
7249.7056,3.9683921,-0.0039464836,37636,1334.1467992941527,91.83290700480698,6222.7324,3.1494958,2855.7673,1.2975663,7249.7056,3.9683921,0,,,,,1334.1467992941527,0.00035849062,91.83290700480698,0.00035387225,-0.0061847423,-0.011861075
7251.703,3.978951,-0.0039465562,37637,1334.147441178859,91.83338193338537,6225.037,3.1578758,2894.0222,1.3034657,7251.703,3.978951,0,,,,,1334.147441178859,0.0003591722,91.83338193338537,0.00035470474,-0.0059406795,-0.011370639
7251.764,3.9871829,-0.0039466284,37638,1334.1470636392933,91.83340777007167,6224.7354,3.1644092,2932.9043,1.3085084,7251.764,3.9871829,0,,,,,1334.1470636392933,0.00036004427,91.83340777007167,0.00035537622,-0.006265014,-0.010654104
7256.1953,3.9942985,-0.0039467,37639,1334.147883336415,91.83363494165111,6227.4453,3.1700563,2959.9038,1.3123347,7256.1953,3.9942985,0,,,,,1334.147883336415,0.00036025178,91.83363494165111,0.00035592073,-0.0049712625,-0.0096138595
7246.918,3.9957228,-0.003946772,37640,1334.1469949114808,91.83327737956353,6218.865,3.1711867,2982.4712,1.3145995,7246.918,3.9957228,0,,,,,1334.1469949114808,0.00036106477,91.83327737956353,0.0003565581,-0.0063379663,-0.011722441
7247.799,4.002507,-0.0039468436,37641,1334.1473493141075,91.83300782729336,6220.423,3.176571,2997.777,1.3175837,7247.799,4.002507,0,,,,,1334.1473493141075,0.0003618877,91.83300782729336,0.0003571445,-0.0056409407,-0.010914754
7251.2227,4.0035787,-0.003946915,37642,1334.1473472943048,91.83333517459185,6222.8857,3.1774213,3000.107,1.3187115,7251.2227,4.0035787,0,,,,,1334.1473472943048,0.00036187124,91.83333517459185,0.00035706442,-0.0060521136,-0.010894296
7258.3047,4.0008907,-0.003946986,37643,1334.1471450947704,91.83352048337403,6228.3384,3.1752882,2993.6304,1.3186462,7258.3047,4.0008907,0,,,,,1334.1471450947704,0.0003609634,91.83352048337403,0.00035643764,-0.0064855684,-0.010243207
7248.454,4.0009966,-0.003947057,37644,1334.1477856889435,91.83355582168967,6222.3115,3.1753721,2990.9985,1.3171782,7248.454,4.0009966,0,,,,,1334.1477856889435,0.0003613878,91.83355582168967,0.00035675138,-0.005635829,-0.010707118
7249.944,3.9988093,-0.003947127,37645,1334.1480887909963,91.83322220537892,6223.299,3.1736364,2989.7083,1.3174284,7249.944,3.9988093,0,,,,,1334.1480887909963,0.00036108232,91.83322220537892,0.00035650076,-0.0055214735,-0.009938209
7252.783,4.0007315,-0.0039471975,37646,1334.149093645324,91.83498591070243,6221.6514,3.1751618,2993.0552,1.3184971,7252.783,4.0007315,0,,,,,1334.149093645324,0.00036155918,91.83498591070243,0.0003567226,-0.0028635021,-0.006665693
7250.736,4.0017705,-0.0039472673,37647,1334.1474357407176,91.8332667517902,6222.082,3.1759863,2999.6267,1.3181432,7250.736,4.0017705,0,,,,,1334.1474357407176,0.00036145083,91.8332667517902,0.00035686736,-0.006390362,-0.010945679
7246.661,4.000825,-0.003947337,37648,1334.1449038112253,91.83108598506256,6212.5127,3.1752357,3004.3367,1.3188866,7246.661,4.000825,0,,,,,1334.1449038112253,0.00036175022,91.83108598506256,0.0003576685,-0.009369711,-0.0154476
7252.905,4.006562,-0.003947407,37649,1334.1473287837998,91.83364698105599,6224.2524,3.179789,3008.4495,1.3194833,7252.905,4.006562,0,,,,,1334.1473287837998,0.00036196504,91.83364698105599,0.00035731797,-0.0058928896,-0.010529728
7252.0713,4.001892,-0.003947476,37650,1334.147976250743,91.83363587290732,6224.642,3.176083,3006.8245,1.3184962,7252.0713,4.001892,0,,,,,1334.147976250743,0.00036128296,91.83363587290732,0.00035663435,-0.005354699,-0.009647196
7257.72,4.0044746,-0.0039475453,37651,1334.1476175411203,91.83367917728692,6229.5513,3.1781328,3001.4556,1.3193214,7257.72,4.0044746,0,,,,,1334.1476175411203,0.00036104815,91.83367917728692,0.00035668598,-0.0055495817,-0.010312384
7253.63,4.0011687,-0.0039476138,37652,1334.1473413600502,91.8339338136314,6224.9214,3.1755087,2993.0337,1.3174127,7253.63,4.0011687,0,,,,,1334.1473413600502,0.00036129582,91.8339338136314,0.00035666136,-0.0058115446,-0.010027136
7243.4897,3.9952586,-0.003947682,37653,1334.1494797510113,91.83546916718556,6216.03,3.170818,2979.7134,1.3147699,7243.4897,3.9952586,0,,,,,1334.1494797510113,0.0003612762,91.83546916718556,0.00035659884,-0.0030936324,-0.0058557442
7255.064,3.9923093,-0.0039477507,37654,1334.1458410388598,91.83224788002947,6223.453,3.1684775,2956.217,1.3119115,7255.064,3.9923093,0,,,,,1334.1458410388598,0.0003605502,91.83224788002947,0.00035614654,-0.0084074,-0.013521917
7251.156,3.985533,-0.0039478187,37655,1334.1470762987149,91.8329837688646,6221.0415,3.1630998,2932.7668,1.3090295,7251.156,3.985533,0,,,,,1334.1470762987149,0.0003600185,91.8329837688646,0.0003554716,-0.0063254456,-0.011375434
7254.5903,3.9801471,-0.003947886,37656,1334.147391279681,91.8335234259099,6223.1475,3.1588252,2905.2686,1.3048099,7254.5903,3.9801471,0,,,,,1334.147391279681,0.00035939305,91.8335234259099,0.00035504598,-0.005276064,-0.0106773935
7252.7056,3.9735575,-0.0039479537,37657,1334.1474461967186,91.83417448744585,6224.049,3.1535954,2875.3882,1.3021017,7252.7056,3.9735575,0,,,,,1334.1474461967186,0.00035873917,91.83417448744585,0.00035403555,-0.005860383,-0.009726403
7255.942,3.968626,-0.0039480207,37658,1334.148242519372,91.83385078624015,6229.105,3.1496816,2846.3262,1.2978272,7255.942,3.968626,0,,,,,1334.148242519372,0.00035798803,91.83385078624015,0.00035333287,-0.005630033,-0.010065486
7257.3535,3.962661,-0.003948088,37659,1334.1476917364987,91.83432401449896,6229.965,3.1449473,2822.302,1.2933863,7257.3535,3.962661,0,,,,,1334.1476917364987,0.0003574935,91.83432401449896,0.00035287513,-0.00579682,-0.010463905
7256.041,3.9558554,-0.003948154,37660,1334.148328771142,91.83439836971213,6228.048,3.139546,2795.662,1.2895232,7256.041,3.9558554,0,,,,,1334.148328771142,0.00035691806,91.83439836971213,0.0003523345,-0.0046355794,-0.008843686
7250.4404,3.9509094,-0.0039482205,37661,1334.1476554535507,91.8334428691585,6217.28,3.1356208,2776.753,1.2871672,7250.4404,3.9509094,0,,,,,1334.1476554535507,0.00035714204,91.8334428691585,0.00035265269,-0.0057520955,-0.010039276
7255.9316,3.945966,-0.0039482866,37662,1334.1480662527351,91.83397208236029,6223.6587,3.1316974,2750.324,1.2848259,7255.9316,3.945966,0,,,,,1334.1480662527351,0.00035628755,91.83397208236029,0.00035168265,-0.0049804165,-0.008929246
7255.262,3.9398618,-0.0039483523,37663,1334.1469720298048,91.83348074783443,6224.2075,3.126853,2724.6133,1.280998,7255.262,3.9398618,0,,,,,1334.1469720298048,0.00035569433,91.83348074783443,0.00035109787,-0.005634644,-0.010063539
7252.8354,3.9408753,-0.0039484175,37664,1334.1472969906508,91.83358482150167,6225.6606,3.1276572,2706.4248,1.2809545,7252.8354,3.9408753,0,,,,,1334.1472969906508,0.00035624937,91.83358482150167,0.00035107715,-0.0054956963,-0.010001694
7253.104,3.9355307,-0.0039484827,37665,1334.147273768927,91.83391768176438,6223.379,3.1234155,2693.266,1.2799548,7253.104,3.9355307,0,,,,,1334.147273768927,0.00035515663,91.83391768176438,0.00035060997,-0.005438721,-0.009355698
7252.323,3.9323547,-0.003948548,37666,1334.148128772873,91.8340940305491,6222.8276,3.120895,2680.0178,1.2739975,7252.323,3.9323547,0,,,,,1334.148128772873,0.00035505684,91.8340940305491,0.00035058745,-0.005138165,-0.009184186
7251.8696,3.9278443,-0.003948612,37667,1334.1480912872555,91.83445571567259,6222.5435,3.117315,2666.3423,1.273635,7251.8696,3.9278443,0,,,,,1334.1480912872555,0.00035493143,91.83445571567259,0.0003501003,-0.005146343,-0.008771373
7259.948,3.924097,-0.0039486764,37668,1334.1483078222648,91.83420799374808,6224.9775,3.1143415,2651.9202,1.271937,7259.948,3.924097,0,,,,,1334.1483078222648,0.00035439822,91.83420799374808,0.00034967775,-0.0055569694,-0.0095693385
7251.3364,3.9186652,-0.0039487407,37669,1334.1471377949217,91.83398490929291,6218.3867,3.1100302,2633.911,1.2686322,7251.3364,3.9186652,0,,,,,1334.1471377949217,0.00035428317,91.83398490929291,0.0003495958,-0.0054181297,-0.009633218
